context,from,to,weight
jeans-for-genes-day,hazzaftpizzas,JeansforGenes,1
national-dementia-carers-2018,sharonvilla7,irishinbritain,2
elf-day,priyankac_fan0,priyankachopra,1
mnd-awareness-month-2018,judebeales,Helping_HandsUK,2
elf-day,kirstyevz,alzheimerssoc,1
epilepsy-awareness-purple-day-2018,yokoko8280,JennieJacques1,2
no-smoking-day-2018,notebksglasses,Rachael_Stray,2
mnd-awareness-month-2018,chelseadee6,TVVictoriaG,2
dry-january-2018,debbiemckinneyd,ChangingLives__,2
elf-day,alzsocwmidlands,BusyBTraining,1
mnd-awareness-month-2018,mndmanchester,Helping_HandsUK,2
brain-injury-week-2018,achanceforlife,cumpstonarchive,2
national-dyslexia-week-2018,patriciamunn604,DyslexiaDeb1,1
ovarian-cancer-awareness-month-2018,france155,CR_UK,2
dry-january-2018,franthewine,ReserveAlty,2
mental-health-awareness-week-2018,blueskyssun,Agenda_alliance,2
experience-of-care-week-2018,dr_whomever,EvelynFigs,1
national-dyslexia-week-2018,ysjtel,Jisc,2
nutrition-and-hydration-week-2018,davies74e,WHHNHS,1
mnd-awareness-month-2018,alexhynes,alex_morty,2
carers-week-2018,johnwalsh88,equalnotts,1
nutrition-and-hydration-week-2018,alesterowen,BCUHB,1
nutrition-and-hydration-week-2018,hefteamsheff,Helenbeagan1,2
jeans-for-genes-day,harrysmilescute,MrsAnneTwist,2
carers-week-2018,kingofgrump,HappyLittleHugh,2
jeans-for-genes-day,pbehrh,SmithMagenisUK,4
wear-purple-for-jia-2018,sirpaget,em4680,2
experience-of-care-week-2018,carynschwab,MtSinaiQueens,3
stress-awareness-day,sugarbuddies1,SOHealthyLiving,2
jeans-for-genes-day,minervinorm,HTarbin,2
cervical-cancer-prevention-week-2018,bcmcancer,BCMHouston_News,2
national-dyslexia-week-2018,synfutures,NHSuk,2
stress-awareness-day,ngaioanyia,1Xtra,2
mens-health-week-2018,coolmentoring,RendezvousEnNY,2
elf-day,gpcisdavies,alzheimerssoc,1
dry-january-2018,sarelle777,31DOVER,2
elf-day,charlybamf,IMINorgren,2
mens-health-week-2018,bekx11,lustforlife,1
brain-awareness-week-2018,luciahipolito2,BerkleeGEMB,1
cervical-cancer-prevention-week-2018,advaxis,CDC_Cancer,2
national-dyslexia-week-2018,andhaw,alistairm,1
mens-health-week-2018,drsfrees,Uroweb,2
jeans-for-genes-day,zxuisnoise,JeansforGenes,1
epilepsy-awareness-purple-day-2018,lindaquattrin,Thepurplelilac,2
ovarian-cancer-awareness-month-2018,allisonf70,NHSEngland,2
elf-day,georginashiers,AnchorHanover,1
time-to-talk-day-2018,bristolyres,juniorlawyers,1
epilepsy-awareness-purple-day-2018,6eecd3067c624ad,EpilepsiaEspana,2
carers-week-2018,coppolaali,Charlottenurse,2
stress-awareness-day,theflourished1,StandUpMag_,2
epilepsy-awareness-purple-day-2018,garyetchells,Apparelicks,2
nutrition-and-hydration-week-2018,mynameisandyj,Julie_humph,1
national-dementia-carers-2018,hevsk,alzheimerssoc,2
carers-week-2018,riponsray,bankofengland,2
national-dyslexia-week-2018,ndltd,Jisc,2
16-days-of-action-2018,amnesty_ihag,TaranaBurke,1
elf-day,cnlyld,PCsDRAG0N,2
mnd-awareness-month-2018,alex_morty,MNDScotland,1
jeans-for-genes-day,aimhlwt_28,JeansforGenes,1
brain-injury-week-2018,nicolenatur,HeadwayUK,1
mnd-awareness-month-2018,tvvictoriag,RfSouthWestMNDA,1
no-smoking-day-2018,mfss_stoves,MFSS_stoves,1
national-dyslexia-week-2018,crispriestley,BarringtonStoke,2
brain-injury-week-2018,mind_cheats,Celine_YT,2
national-dyslexia-week-2018,,magdaolchawska,2
brain-awareness-week-2018,oficialcucs,udg_oficial,1
rare-disease-day-2018,lasehrman,GreatOrmondSt,1
eating-disorder-awareness-week-2018,fuedgameon,pswbradford,1
mnd-awareness-month-2018,tvvictoriag,chelseadee6,2
time-to-talk-day-2018,thelaceylondon,philipdhume,2
nutrition-and-hydration-week-2018,jennidomandoman,StGeorgesTrust,1
cervical-cancer-prevention-week-2018,steffphaseii,JoTrust,1
dementia-action-week-2018,labour_wales,mason4233,1
national-dementia-carers-2018,flofflach,HealthUnlocked,2
ovarian-cancer-awareness-month-2018,jilltan,ocrahope,1
brain-awareness-week-2018,shamba_lin,AnnCoulter,1
mens-health-week-2018,doctalbott,MentalHealthAm,2
elf-day,daddiesmumpet,thesovrangroup,2
rare-disease-day-2018,debbieschenk,debraOfAmerica,2
carers-week-2018,keeleymp,CarersLeeds,2
wear-purple-for-jia-2018,jia_matters,ArthritisRUK,1
experience-of-care-week-2018,katiemooreppi,CarersUK,2
jeans-for-genes-day,paynebujao,JeansforGenes,1
nutrition-and-hydration-week-2018,mynameisandyj,DrEleni,2
stress-awareness-day,maxtenn8,vinspired,2
rare-disease-day-2018,nerdyguardians,changehattr,1
brain-awareness-week-2018,eaneurology,TEDTalks,1
mnd-awareness-month-2018,hazelskel53,BBCSpotlight,1
elf-day,clairespencer11,JodieRamsdens,2
nutrition-and-hydration-week-2018,steve_vessey,SpringfieldBFD,2
ovarian-cancer-awareness-month-2018,robinscohen,RobinSCohen,1
eating-disorder-awareness-week-2018,lhenderson231,YoungMindsUK,2
dementia-action-week-2018,southendfun,SouthendRPiJams,4
stress-awareness-day,indy_sandhu1,BarefootCoaches,2
cervical-cancer-prevention-week-2018,bcmhouston,CPRITTexas,1
elf-day,greensleevesht,alzheimerssoc,1
nutrition-and-hydration-week-2018,sabaribaba,Cardiff_CRTs,2
national-dementia-carers-2018,irishcommserv,irishinbritain,2
rare-disease-day-2018,erzagerard,s_assbague,2
rare-disease-day-2018,edicogenome,nversel,2
dry-january-2018,moralfibres,EC_magazine,1
carers-week-2018,jonathansly5,Wthomas126,2
mens-health-week-2018,runmo,mentalhealth,2
dry-january-2018,saintdusty,chesterdotcom,2
experience-of-care-week-2018,voicesofms,HelenKaragio,2
national-dementia-carers-2018,ceeceeinatl,emmabraz01,1
dementia-action-week-2018,sheridan_coker,MidCheshireNHS,2
no-smoking-day-2018,jwhitingecch,SmokfreeNorfolk,4
rare-disease-day-2018,alexandrou56,ChelseaClinton,2
16-days-of-action-2018,ni9ccbaxqgp1tu1,UN_Women,2
national-dyslexia-week-2018,bpmorg_scrutton,NHSE_Diversity,1
experience-of-care-week-2018,johnkirk316,UHBristolNHS,2
nutrition-and-hydration-week-2018,jennidomandoman,NGHHammerson,2
ovarian-cancer-awareness-month-2018,sooanne,NHSEngland,2
brain-injury-week-2018,dorset_hour,ColesMillerLLP,2
16-days-of-action-2018,sarahro32309100,SFHFT,2
national-dyslexia-week-2018,mccarrenbill,Secretsend2,2
eating-disorder-awareness-week-2018,clinpsy,beatED,1
cervical-cancer-prevention-week-2018,therealladonna1,womenshealth,2
mnd-awareness-month-2018,charitybegin3,DavinaRivers,2
epilepsy-awareness-purple-day-2018,samdownie,samdownie,2
mens-health-week-2018,arupaccessible,mentalhealth,2
brain-injury-week-2018,jenny__brooks,RhonddaBryant,1
experience-of-care-week-2018,roylilley,JulesLewis6,2
experience-of-care-week-2018,uihealth,EvelynFigs,1
wear-purple-for-jia-2018,tas_pats_lv,Ed_Miliband,2
mnd-awareness-month-2018,sallylight17,RunMND,2
dry-january-2018,barnsleyhospice,Phil_ainsworth,2
carers-week-2018,helenmarycymru,wgdep_health,1
national-dyslexia-week-2018,nickyj123,BDAdyslexia,1
dementia-action-week-2018,equalpeoplenet,SouthTyneLibs,2
nutrition-and-hydration-week-2018,mynameisandyj,Kafoodle,2
jeans-for-genes-day,fluffers_,MrsAnneTwist,2
mens-health-week-2018,tracyherd,joshogriffo,1
brain-injury-week-2018,drpas84ele,aneinternationa,2
elf-day,kathrynbriggs7,biworldwide_eu,2
carers-week-2018,johnwalsh88,carersweek,2
dry-january-2018,jaz1_k,DrinkTg,2
wear-purple-for-jia-2018,sewmesomething,harryt68,2
cervical-cancer-prevention-week-2018,dennisrelojo,KBagshawe,1
stress-awareness-day,lynne_mount,LondonGuitar1,1
brain-awareness-week-2018,debbieelse1,GavinGiovannoni,2
16-days-of-action-2018,traceyleeoz,dvrcv,2
dementia-action-week-2018,roylilley,MuziekGeluk,2
brain-awareness-week-2018,joanstrassmann,ibiology,2
wear-purple-for-jia-2018,samjc1976,VersusArthritis,1
dry-january-2018,maunsellb4,thomsonandscott,1
epilepsy-awareness-purple-day-2018,greenwichbio,PurpleDay,1
stress-awareness-day,wales14,TerriIrwin,2
mnd-awareness-month-2018,susanevans73,ScotRail,1
dementia-action-week-2018,youchooseaname,MuziekGeluk,1
dementia-action-week-2018,barchester_care,Barchester_care,1
epilepsy-awareness-purple-day-2018,afilippone20,MicheleTriano70,1
epilepsy-awareness-purple-day-2018,fundaciondravet,PurpleDay,1
nutrition-and-hydration-week-2018,sianmorganb,WSBHospices,1
dementia-action-week-2018,otbcnmtd,ThePerfumeShop,1
16-days-of-action-2018,nancyehanna,UKUN_NewYork,2
time-to-talk-day-2018,letsbroverwatch,heyjamiedrew,1
wear-purple-for-jia-2018,cuninghamlynn,JIA_NRAS,1
elf-day,ashcrofts,SelkirkHouse,2
nutrition-and-hydration-week-2018,mynameisandyj,WorthGemma,1
brain-awareness-week-2018,,RcnDarcy,1
brain-awareness-week-2018,orgostia,TEDTalks,1
stress-awareness-day,cricky36,racingblogger,2
brain-injury-week-2018,shilpa179,BenPosford1,2
cervical-cancer-prevention-week-2018,humblesmiths,drfemi,2
eating-disorder-awareness-week-2018,kyle2umental,laurbethany,1
ocd-awareness-week-2018,joon_yonce,lwbean,2
mens-health-week-2018,croydon_nras,VersusArthritis,1
jeans-for-genes-day,krakowiakanita,JeansforGenes,1
no-smoking-day-2018,nhsleicester,ActiveLeicester,2
no-smoking-day-2018,pcactus93,smarttoothpicks,3
rare-disease-day-2018,yeeseng23,rarediseasesint,1
dry-january-2018,flatironcopse,jamieoliver,1
ovarian-cancer-awareness-month-2018,eatonrifles1,verucor,2
nutrition-and-hydration-week-2018,mynameisandyj,SreepurVillage,2
mens-health-week-2018,janmokkenstorm,sachind1231,2
nutrition-and-hydration-week-2018,fishhydration,BCUHB,1
cervical-cancer-prevention-week-2018,julieckiefer,UtahDepOfHealth,2
dry-january-2018,island_lola,SeedlipDrinks,1
mnd-awareness-month-2018,0_burrows,Helping_HandsUK,2
experience-of-care-week-2018,stfrancisttn,StFrancisTTN,1
elf-day,bebadass12,priyankachopra,1
nutrition-and-hydration-week-2018,rachel_sansbury,NHWeek,1
mental-health-awareness-week-2018,jmfnkotb,PointlessBlog,2
mnd-awareness-month-2018,mndcovwarks1,ah241,2
nutrition-and-hydration-week-2018,fishhydration,SarahJo33572226,2
jeans-for-genes-day,curly_cat94,MrsAnneTwist,2
dry-january-2018,toffeepiglet,31DOVER,2
16-days-of-action-2018,garyhulme1812,DogsTrust,2
carers-week-2018,poetrysociety,CarersUK,3
dry-january-2018,crystalfez,DrinkTg,4
ocd-awareness-week-2018,astroco,lwbean,2
no-smoking-day-2018,ldnursesni,publichealthni,2
wear-purple-for-jia-2018,optom,JIA_Matters,2
dry-january-2018,christydh,ManxRadio,2
dry-january-2018,malcolmsurgenor,ScotUrbanPast,2
16-days-of-action-2018,iangreenman,SWFireandRescue,4
national-dementia-carers-2018,debjeff2003,CareQualityComm,2
nutrition-and-hydration-week-2018,mynameisandyj,elioruk,1
dry-january-2018,jackiecurran1,31DOVER,2
16-days-of-action-2018,caronadune,UN,1
brain-injury-week-2018,mikekemplaw,MikeKempLaw,1
dry-january-2018,prdirectlimited,cellardine,2
mnd-awareness-month-2018,becinmonton,mndassoc,1
experience-of-care-week-2018,claireunderdown,clairejukesey,1
wear-purple-for-jia-2018,mredwardsfehs,JIA_Matters,1
brain-awareness-week-2018,zakariamarsli,neuroscience,2
ovarian-cancer-awareness-month-2018,collettaorr,CollettaOrr,2
jeans-for-genes-day,shattabanda,MichaelDapaah,2
dementia-action-week-2018,mchftjetlibrary,MidCheshireNHS,2
eating-disorder-awareness-week-2018,crazynutta,DrEMcNaught,2
mnd-awareness-month-2018,sproz21,BBCSpotlight,1
elf-day,glostelecare,alzheimerssoc,1
dementia-action-week-2018,nans4grans,GlofendCom,2
epilepsy-awareness-purple-day-2018,bronxfanatic,MissJainaSolo,2
stress-awareness-day,thepetrasanchez,DeniseAustin,2
no-smoking-day-2018,djameson_hh,HaltonHousing,2
wear-purple-for-jia-2018,meganmacleod15,JagtarNijjar,2
elf-day,alzsoceanglia,EDP24,1
national-dyslexia-week-2018,margomac2,timeshighered,1
wear-purple-for-jia-2018,andylucia,Ed_Miliband,2
time-to-talk-day-2018,brent_nooroa,mitchfaefife,1
dry-january-2018,harps_83,31DOVER,2
eating-disorder-awareness-week-2018,kyle2umental,zodiacreverie,1
epilepsy-awareness-purple-day-2018,bsyngap,bsyngap,2
mental-health-awareness-week-2018,mohaircashmere,BegumNadiya,1
carers-week-2018,shanthiniavorg,NVTweeting,2
dementia-action-week-2018,gbtpo,MuziekGeluk,1
ovarian-cancer-awareness-month-2018,thetiptoefairy,christystucker,2
nutrition-and-hydration-week-2018,janehslm,UHDBTrust,1
stress-awareness-day,juliew17,Edu_Broker,2
brain-injury-week-2018,lblawcop,LBLawPI,1
cervical-cancer-prevention-week-2018,bidauk,ManjitGill,2
ovarian-cancer-awareness-month-2018,vitadecisions,CosmopolitanUK,1
nutrition-and-hydration-week-2018,bykerhallcare,fellingatecare,2
national-dyslexia-week-2018,barringtonstoke,WaterstonesO2,1
time-to-talk-day-2018,crowpowd3r,TheSportsman,2
elf-day,ramsdensburnco,JodieRamsdens,2
ovarian-cancer-awareness-month-2018,wrappedupnu,christystucker,2
wear-purple-for-jia-2018,jenniej95408140,Clare_NRAS,2
time-to-talk-day-2018,dbmathews,The_UnSilent_,2
no-smoking-day-2018,dfrenchecch,SmokfreeNorfolk,2
epilepsy-awareness-purple-day-2018,knightmjaknight,OntarioNDP,2
carers-week-2018,jenniej95408140,alzheimerssoc,2
eating-disorder-awareness-week-2018,kian_jarvis,beatED,2
dry-january-2018,indiechester,chesterdotcom,2
16-days-of-action-2018,drmjcwarren,tynewearcitizen,1
elf-day,ukcharitytues,AWPNHS,2
national-dementia-carers-2018,memorylanea2,alzheimerssoc,2
mental-health-awareness-week-2018,eley01,CharitySANE,1
jeans-for-genes-day,magsallan,findacure_fdn,2
mens-health-week-2018,,forebodingloewy,1
time-to-talk-day-2018,heatherbowes7,WriterJen19,2
national-dementia-carers-2018,cg_carrgomm,alzheimerssoc,2
national-dementia-carers-2018,aggers_mrs,alzheimerssoc,2
no-smoking-day-2018,pharmacybtecl4,PSNCNews,2
carers-week-2018,dundeesnp,scotgov,1
brain-awareness-week-2018,lateralmag,LateralMag,1
elf-day,pranav1490,PCsDRAG0N,2
jeans-for-genes-day,harry1994photos,MrsAnneTwist,2
elf-day,bckuk,MillbeckCare,2
ovarian-cancer-awareness-month-2018,thomasgarcia44,FelicityBarrTV,2
brain-awareness-week-2018,joeb202,OldManStoneZone,2
rare-disease-day-2018,sparkiesparks1,RVAwonk,2
nutrition-and-hydration-week-2018,confidentcarers,CarersUK,2
16-days-of-action-2018,,Noreenmcclella1,2
brain-injury-week-2018,soulindivision2,_JCBFM,1
brain-awareness-week-2018,grabill,GuerillaScience,2
cervical-cancer-prevention-week-2018,valerie_akuchie,efferentCARES,2
dementia-action-week-2018,karenalred,UniofSuffolk,2
cervical-cancer-prevention-week-2018,chenghoonmaher,grace_women,2
nutrition-and-hydration-week-2018,helencr12866349,EarleyTracy,2
jeans-for-genes-day,susanellis100,JeansforGenes,1
stress-awareness-day,angricciardelli,Lettera43,2
epilepsy-awareness-purple-day-2018,jamesjimmy_h,Dee_Kujo,1
rare-disease-day-2018,vanessae_king,JMaraganore,2
time-to-talk-day-2018,steveda92083137,2020Comms,2
elf-day,alvina91,priyankachopra,1
national-dyslexia-week-2018,kateannasutton,UnLtd,2
epilepsy-awareness-purple-day-2018,ebyzio,CynicalSolo,1
brain-awareness-week-2018,drclaudiasantif,NIDAnews,2
carers-week-2018,shakespeareanna,StMichaelsHouse,2
elf-day,devansnhs,jacksju1,1
time-to-talk-day-2018,heatherbowes7,zubiedoo,2
ocd-awareness-week-2018,mfilippoufrye,IOCDF,1
mens-health-week-2018,melaniethomas1,mac_cancerinfo,2
national-dementia-carers-2018,crishniw,CareQualityComm,2
dry-january-2018,jandp34,kategarraway,1
rare-disease-day-2018,juslyn259,mandymcknight,2
national-dementia-carers-2018,richardmcoates,CareQualityComm,2
brain-injury-week-2018,concervalimited,ColesMillerLLP,2
jeans-for-genes-day,harryyxlouiis,JeansforGenes,2
16-days-of-action-2018,veggirlq,Ali1347Masod,2
stress-awareness-day,chris1989jean,DogsTrust,2
nutrition-and-hydration-week-2018,cshsurrey,CarersUK,2
jeans-for-genes-day,gillderrick1,BHPComms,2
stress-awareness-day,gastonjade,TerriIrwin,2
national-dyslexia-week-2018,suebecker1013,alistairm,1
national-dyslexia-week-2018,mike_adama,MrWorkSmarter,2
time-to-talk-day-2018,jasparsangels97,ZoeSugg,1
national-dementia-carers-2018,howford1,alzheimerssoc,2
dementia-action-week-2018,inspkenneally,ARUKnews,2
time-to-talk-day-2018,guerillagirly1,The_UnSilent_,2
brain-injury-week-2018,pauljsankey,EnableLaw,2
mental-health-awareness-week-2018,patrickm1114,depressionarmy,2
16-days-of-action-2018,mohammad_dhawi,AmnestyAR,2
brain-injury-week-2018,geralt_g,Gunnsen,1
carers-week-2018,steve4coffee,CarersTrust,2
wear-purple-for-jia-2018,wlarge63,Ed_Miliband,2
elf-day,angela72276344,thesovrangroup,2
dementia-action-week-2018,daviddrplymouth,dementiacentre,1
16-days-of-action-2018,nirwind,ClaudiaJimnez20,1
brain-awareness-week-2018,luciahipolito2,FENSorg,1
time-to-talk-day-2018,clarisssssse,PwC_UK,1
ovarian-cancer-awareness-month-2018,slaggerifical,twibbon,2
elf-day,smeuks,alzheimerssoc,1
16-days-of-action-2018,emilyjanecolgan,mathewjguest,1
ocd-awareness-week-2018,drjeffnalin,ParadigmMalibu,2
experience-of-care-week-2018,negusjennie,JulesLewis6,2
wear-purple-for-jia-2018,ismartresearch,JIA_NRAS,4
experience-of-care-week-2018,peoplesprodco,ctchildrens,2
experience-of-care-week-2018,jasonawolf,HCAhealthcare,1
no-smoking-day-2018,nrccollege,NHSCTrust,1
mental-health-awareness-week-2018,whereyoubeenso,PoliBard,1
carers-week-2018,borntoosoonkh,OSF_Charity,2
wear-purple-for-jia-2018,diederikdecock,DiederikDeCock,1
elf-day,cloudleggs,ColesMillerLLP,2
brain-awareness-week-2018,joeb202,USCongress,1
16-days-of-action-2018,ajisaineykah,TheJamaJack,2
brain-awareness-week-2018,asamiaomame,BPSOfficial,1
mens-health-week-2018,valturner11,surreyYNGminds,2
mnd-awareness-month-2018,kristind488,QSPrivateHealth,2
mental-health-awareness-week-2018,whereyoubeenso,Kon__K,1
experience-of-care-week-2018,med_city_health,MedCArlington,4
16-days-of-action-2018,earlgrey39_lisa,Survivors_Speak,1
dry-january-2018,leeza774,SeedlipDrinks,1
dementia-action-week-2018,nghhammerson,trinityhospice,2
national-dyslexia-week-2018,danielbakey,1066beth0,2
carers-week-2018,thepoemeruk,CGrahamPoetUK,1
ovarian-cancer-awareness-month-2018,craig_novy,BethFratesMD,2
dementia-action-week-2018,mason4233,TommyTommytee18,1
ocd-awareness-week-2018,semilocon,lwbean,2
wear-purple-for-jia-2018,jenniej95408140,Ed_Miliband,3
rare-disease-day-2018,andromeda0174,beatrizbecerrab,2
mens-health-week-2018,sunshineemz,HSELive,2
stress-awareness-day,piebaldlady,DogsTrust,2
brain-awareness-week-2018,bens_cynthia,NCHStats,2
time-to-talk-day-2018,carlyyy_95,samsmithworld,1
ocd-awareness-week-2018,ibroadfo,lwbean,2
mental-health-awareness-week-2018,kajunbookworms,Usborne,2
brain-injury-week-2018,kateobrien_bbk,HeadwayUK,1
16-days-of-action-2018,lani_tago,spc_cps,2
nutrition-and-hydration-week-2018,cwmtafpodiatry,CwmTafDietetics,2
stress-awareness-day,telltheteacher,MindCharity,2
time-to-talk-day-2018,mclaren_history,streetsoccerSCO,1
brain-injury-week-2018,osborneslawyers,BenPosford1,4
stress-awareness-day,garydoescopy,OneMinuteBriefs,1
experience-of-care-week-2018,nobismhealth,bswhealth,2
time-to-talk-day-2018,eliciamoon,HiddenTheatreCo,1
brain-awareness-week-2018,alalwayz,brianmaycom,2
no-smoking-day-2018,gowertan,FreshSmokeFree,1
jeans-for-genes-day,emmacowley_,Greenbankhotel,2
eating-disorder-awareness-week-2018,headstartkernow,EBPUnit,1
cervical-cancer-prevention-week-2018,martinnyamai7,bendak2,2
brain-injury-week-2018,cbitmidlands,paulscullymp,1
no-smoking-day-2018,ppsswebsite1,ncuhwellbeing,1
wear-purple-for-jia-2018,medwaygirl74,Ed_Miliband,2
ovarian-cancer-awareness-month-2018,eatonrifles1,CancerCarerChat,2
epilepsy-awareness-purple-day-2018,elodie_potdevin,JennieJacques1,1
rare-disease-day-2018,mseetin,RareDiseases,2
time-to-talk-day-2018,crowpowd3r,TheJackSexsmith,1
epilepsy-awareness-purple-day-2018,jamesjimmy_h,kdwho,1
mnd-awareness-month-2018,scotrail,ScotRail,1
16-days-of-action-2018,sarabrian7,SocialIssp,2
rare-disease-day-2018,heart_healthy1,rarediseaseday,1
nutrition-and-hydration-week-2018,mynameisandyj,JoConnolly_,1
mnd-awareness-month-2018,mndeventsplym,ron_pictaview,2
ocd-awareness-week-2018,calligraphymmo,lwbean,2
eating-disorder-awareness-week-2018,sistermog,StudentMindsOrg,2
dry-january-2018,indiechester,urbano32chester,1
